0011005     00
0192005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0201005     00
0202001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0202002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0202003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0202004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0202005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0211005     00
0212001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0212002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0212003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0212004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0212005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0221005     00
0222001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0222002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0222003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0222004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0222005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0231005     00
0232001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0232002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0232003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0232004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0232005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0241005     00
0242001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0242002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0242003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0242004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0242005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0251005     00
0252001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0252002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0252003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0252004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0252005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0261005     00
0262001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0262002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0262003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0262004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0262005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0271005     00
0272001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0272002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0272003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0272004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0272005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0281005     00
0282001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0282002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0282003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0282004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0282005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0291005     00
0292001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0292002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0292003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0292004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0292005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0301005     00
0302001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0302002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0302003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0302004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0302005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0311005     00
0312001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0312002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0312003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0312004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0312005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0321005     00
0322001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0322002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0322003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0322004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0322005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0331005     00
0332001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0332002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0332003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0332004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0332005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0341005     00
0342001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0342002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0342003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0342004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0342005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0351005     00
0352001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0352002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0352003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0352004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0352005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0361005     00
0362001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0362002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0362003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0362004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0362005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0371005     00
0372001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0372002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0372003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0372004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0372005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0381005     00
0382001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0382002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0382003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0382004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0382005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0391005     00
0392001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0392002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0392003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0392004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0392005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0401005     00
0402001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0402002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0402003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0402004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0402005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0411005     00
0412001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0412002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0412003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0412004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0412005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0421005     00
0422001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0422002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0422003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0422004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0422005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0431005     00
0432001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0432002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0432003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0432004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0432005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0441005     00
0442001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0442002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0442003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0442004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0442005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0451005     00
0452001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0452002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0452003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0452004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0452005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0461005     00
0462001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0462002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0462003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0462004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0462005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0471005     00
0472001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0472002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0472003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0472004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0472005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0481005     00
0482001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0482002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0482003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0482004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0482005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0491005     00
0492001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0492002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0492003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0492004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0492005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0501005     00
0502001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0502002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0502003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0502004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0502005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0511005     00
0512001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0512002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0512003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0512004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0512005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0521005     00
0522001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0522002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0522003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0522004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0522005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0531005     00
0532001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0532002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0532003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0532004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0532005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0541005     00
0542001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0542002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0542003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0542004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0542005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0551005     00
0552001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0552002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0552003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0552004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0552005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0561005     00
0562001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0562002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0562003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0562004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0562005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0571005     00
0572001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0572002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0572003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0572004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0572005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0581005     00
0582001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0582002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0582003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0582004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0582005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0591005     00
0592001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0592002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0592003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0592004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0592005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0601005     00
0602001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0602002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0602003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0602004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0602005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0611005     00
0612001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0612002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0612003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0612004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
0612005HOUSEHOLD ADDRESS 5                     HOUSEHOLD HEAD 5              0  0     0
0621005     00
0622001HOUSEHOLD ADDRESS 1                     HOUSEHOLD HEAD 1              0  0     0
0622002HOUSEHOLD ADDRESS 2                     HOUSEHOLD HEAD 2              0  0     0
0622003HOUSEHOLD ADDRESS 3                     HOUSEHOLD HEAD 3              0  0     0
0622004HOUSEHOLD ADDRESS 4                     HOUSEHOLD HEAD 4              0  0     0
